nll,pi_aa,pi_ac,pi_ag,pi_at,pi_ca,pi_cc,pi_cg,pi_ct,pi_ga,pi_gc,pi_gg,pi_gt,pi_ta,pi_tc,pi_tg,pi_tt,s_0,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11
39780.010175380485,0.07404,0.05405,0.06249,0.10494,0.06108,0.03597,0.03339,0.06796,0.06304,0.02901,0.031,0.05999,0.08793,0.05499,0.09012,0.09,4.557187561900757,0.0,0.0,0.0,0.0,4.208182719141803,2.021776312770478,0.584820857677777,0.0,0.49734897298333525,5.255997735671015,0.4696446157482982
37307.59088026317,0.07803,0.05804,0.05898,0.08897,0.05601,0.03798,0.04994,0.05802,0.041,0.03803,0.04799,0.07097,0.09102,0.07198,0.06304,0.09,4.629494064463965,0.0,0.0,0.0,0.0,5.732857741289401,4.008734133079667,0.0,0.0,0.0,2.028686418078555,0.4027299034837639
35867.41641981886,0.08403,0.05471,0.07213,0.08931,0.07063,0.03801,0.038,0.06596,0.063,0.045,0.04298,0.05502,0.07439,0.053,0.05788,0.09595,4.795775641662868,0.0,0.0,0.0,0.0,5.670519331582575,1.397972083110625,0.5493036898699883,0.0,0.6303528549560972,3.316698552905869,0.5362000371499083
38846.61150969697,0.09201,0.06203,0.05901,0.08597,0.06659,0.04295,0.03597,0.06105,0.06302,0.03801,0.041,0.06502,0.08736,0.058,0.06602,0.07599,4.669422701415358,0.0,0.0,0.0,0.0,5.418887763626147,2.449130539089437,0.5478519893666377,0.0,0.0,2.895249217664765,0.6061711938015328
35952.526686063866,0.08307,0.06674,0.06601,0.09227,0.04999,0.041,0.03801,0.06803,0.053,0.03501,0.04601,0.071,0.10194,0.05302,0.05097,0.08393,4.211292779991885,0.0,0.0,0.0,0.0,5.366738327957067,4.020742253997309,0.0,0.0,0.0,2.5600208187388835,0.6431428515704563
37735.96779067619,0.08607,0.06498,0.05799,0.094,0.06002,0.04299,0.03001,0.06201,0.05307,0.03201,0.05203,0.06492,0.08497,0.051,0.06196,0.10197,4.62708627642507,0.0,0.0,0.0,0.0,6.069744358937221,1.8743490545902854,0.5619494074348754,0.0,0.0,3.6455669549837144,0.0
32468.792082817043,0.082,0.05096,0.07063,0.07801,0.04499,0.05,0.05498,0.06501,0.05597,0.04299,0.04001,0.05804,0.08301,0.06608,0.05938,0.09794,5.033485512781512,0.0,0.0,0.0,0.0,3.9438559062387863,2.447261368415508,1.3085749012994192,0.0,0.0,3.8565815037381657,0.0
34958.942290183266,0.11309,0.05102,0.05201,0.08896,0.059,0.0389,0.04501,0.05201,0.065,0.04214,0.043,0.05799,0.08489,0.07094,0.06299,0.07305,4.118158987969612,9.983464880403288e-11,9.983464880403288e-11,9.983464880403288e-11,9.983464880403288e-11,4.489129503482713,3.213360251919774,9.983464880403288e-11,9.983464880403288e-11,0.5807034771389219,4.499349160895836,9.983464880403288e-11
38518.87646151646,0.08499,0.05503,0.05997,0.08395,0.06107,0.03401,0.04301,0.06955,0.04999,0.04799,0.02903,0.08303,0.07007,0.07598,0.05798,0.09435,5.065062378864277,0.0,0.0,0.0,0.0,4.435942722003783,2.4833444358097907,0.0,0.0,0.700992779045892,3.158820004517863,0.5025609097867422
36153.475431416766,0.08099,0.048,0.06601,0.10207,0.05699,0.04103,0.03899,0.05103,0.07002,0.04498,0.033,0.06703,0.09198,0.05194,0.06703,0.08891,4.649335871023727,0.0,0.0,0.0,0.0,4.717628246076542,1.953994904230086,0.47292855451571364,0.0,0.0,5.185885393999655,0.0
38787.594598276206,0.08894,0.05198,0.05501,0.08699,0.06659,0.0339,0.038,0.07598,0.06503,0.03413,0.046,0.08001,0.07642,0.04802,0.05995,0.09305,4.3575155822471245,1.0018369976477433e-10,1.0018369976477433e-10,1.0018369976477433e-10,1.0018369976477433e-10,6.243007502279181,2.734477810112821,1.0018369976477433e-10,1.0018369976477433e-10,1.5190092946023306,2.804490832132119,1.0018369976477433e-10
38582.105531114394,0.09565,0.05116,0.05403,0.09031,0.07393,0.04098,0.03102,0.055,0.04901,0.05202,0.05,0.06596,0.09303,0.05192,0.06494,0.08104,4.33071629872277,0.0,0.0,0.0,0.0,5.505758512557582,4.027069789272807,0.0,0.0,0.32727018178225964,2.0825678133785472,0.3560629042630305
35573.52837684365,0.09399,0.06288,0.05999,0.07912,0.06095,0.04498,0.04799,0.04705,0.05498,0.03602,0.05085,0.05711,0.08302,0.05209,0.05399,0.11499,5.04456296160798,0.0,0.0,0.0,0.0,5.54288463037667,1.6002322924289984,1.2568245068385027,0.0,0.0,3.325113970439199,0.0
36371.64128957335,0.08598,0.05304,0.04802,0.08207,0.06794,0.04171,0.02902,0.0603,0.05896,0.04797,0.05399,0.06009,0.07899,0.07795,0.05798,0.09599,4.453625578348396,0.0,0.0,0.0,0.0,3.3441566025718266,3.7183686116727737,0.36528981375859426,0.0,0.7204896010527735,3.363313296477579,0.36420335754885946
36990.959075808285,0.07898,0.06195,0.07079,0.09934,0.05578,0.03603,0.03402,0.06315,0.05402,0.02497,0.037,0.06199,0.09291,0.068,0.06501,0.09606,4.579086833044134,0.0,0.0,0.0,0.0,3.8761260352039115,2.279393338247179,0.9580213520407848,0.0,0.49762862989311324,3.97497921459483,1.0156040861495865
36492.92239646158,0.08493,0.05591,0.0571,0.09612,0.06091,0.0391,0.04699,0.04898,0.05803,0.03894,0.046,0.06004,0.07686,0.06796,0.06391,0.09822,4.981918322940802,0.0,0.0,0.0,0.0,4.352901246825492,2.463080769245481,0.801904690314328,0.0,1.3657046494587055,3.181113485326347,0.0
36387.55502809583,0.09002,0.067,0.05896,0.10508,0.054,0.03398,0.038,0.07187,0.05397,0.05198,0.04899,0.06209,0.07601,0.05399,0.058,0.07606,4.553455816810073,1.101821709680683e-10,1.101821709680683e-10,1.101821709680683e-10,1.101821709680683e-10,6.550430928629941,0.9979133805622072,1.2208004752678963,1.101821709680683e-10,0.43138340222886423,2.949606422111692,1.101821709680683e-10
35674.35584492232,0.08801,0.05199,0.06702,0.07908,0.054,0.03501,0.04795,0.07295,0.05995,0.03391,0.04901,0.06812,0.08,0.06495,0.06202,0.08603,4.122721476837274,0.0,0.0,0.0,0.0,4.986569824221057,2.888765420304268,0.42210186939987787,0.0,0.0,4.165723347754842,0.4161765814357495
38338.87055507174,0.08996,0.04999,0.05205,0.08499,0.05801,0.04004,0.047,0.06198,0.06097,0.04394,0.04397,0.07808,0.078,0.05897,0.069,0.08305,4.62435110062868,9.840764702225393e-11,9.840764702225393e-11,9.840764702225393e-11,9.840764702225393e-11,4.676375351186862,3.41950315487825,9.840764702225393e-11,9.840764702225393e-11,0.45385485261438513,3.2393048745793216,0.42292753225954205
35492.28324310085,0.08701,0.05905,0.05697,0.08299,0.04697,0.03191,0.03409,0.06598,0.06889,0.03595,0.051,0.07116,0.09001,0.06092,0.05598,0.10112,4.764920467600084,9.999987581428e-11,9.999987581428e-11,9.999987581428e-11,9.999987581428e-11,4.195737747978001,3.5762235749884446,9.999987581428e-11,9.999987581428e-11,0.9247318512813503,3.8383242429963205,9.999987581428e-11
35970.017515139356,0.09285,0.06001,0.07408,0.09616,0.05284,0.04005,0.03597,0.0471,0.07997,0.03199,0.04498,0.06701,0.08298,0.05501,0.05693,0.08207,3.8834778756242128,1.0237997551539085e-10,1.0237997551539085e-10,1.0237997551539085e-10,1.0237997551539085e-10,4.837221945547433,1.8427114442177748,1.5585148783934513,1.0237997551539085e-10,0.7727814144028974,4.391818139327298,1.0237997551539085e-10
35790.798229221,0.08599,0.06195,0.067,0.08756,0.05809,0.04599,0.04903,0.06594,0.05398,0.043,0.04699,0.05803,0.07799,0.05701,0.05903,0.08242,4.526180683701958,0.0,0.0,0.0,0.0,6.178580844225953,1.2421975728321597,0.0,0.0,0.39376131973869083,3.8938245344826052,0.42202405126254866
37103.016384426366,0.07799,0.05899,0.05898,0.08005,0.05801,0.03292,0.04407,0.05201,0.05203,0.04098,0.05699,0.06398,0.103,0.06504,0.064,0.09096,4.924704964999595,0.0,0.0,0.0,0.0,4.447985777572835,3.6644571757335833,0.3580933615904969,0.0,0.43362472393553364,3.251691390596101,0.0
40137.492897059696,0.07904,0.07255,0.05404,0.08893,0.06595,0.04302,0.04597,0.054,0.05801,0.03799,0.04801,0.07198,0.08201,0.05344,0.058,0.08706,4.554704224094823,9.999995623664477e-11,9.999995623664477e-11,9.999995623664477e-11,9.999995623664477e-11,5.743536243661743,3.2617416824257965,9.999995623664477e-11,9.999995623664477e-11,9.999995623664477e-11,2.86780557269349,9.999995623664477e-11
38565.79216416307,0.08998,0.06398,0.06559,0.087,0.05899,0.03901,0.04499,0.06497,0.06199,0.03302,0.042,0.06302,0.07206,0.056,0.07043,0.08697,3.990035640859623,0.0,0.0,0.0,0.0,5.362955976968098,1.87534106761107,0.6422017644315304,0.0,0.0,4.746646067917962,0.32306202495556374
