nll,pi_aa,pi_ac,pi_ag,pi_at,pi_ca,pi_cc,pi_cg,pi_ct,pi_ga,pi_gc,pi_gg,pi_gt,pi_ta,pi_tc,pi_tg,pi_tt,s_0,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11
361238.87449325185,0.091127,0.055488,0.064497,0.085196,0.055921,0.041412,0.043505,0.063258,0.060008,0.039952,0.040097,0.066138,0.089555,0.057204,0.060715,0.085927,3.6727737060781314,0.9054280746227926,0.9187440529725892,0.9694081433334608,0.9490332545910881,0.8114347505091138,3.153305664654594,1.0687884973674946,1.1151278107507847,0.9945994361426898,0.8814997370004103,0.9110713765912639
363969.1725113063,0.083841,0.058479,0.063043,0.087084,0.057577,0.038606,0.0438,0.05957,0.060105,0.043998,0.041796,0.061288,0.090282,0.0592,0.062867,0.088464,1.9442668698338819,1.3953610518795758,1.5506604243678328,1.3134941053483038,1.4286428308116805,1.0011410364838569,1.212228337972116,1.0011410422231393,1.3750743957239187,1.3253997614609176,1.2538843759900415,1.2914215655879018
355307.10409915086,0.086889,0.05709,0.061129,0.092052,0.060895,0.039485,0.041296,0.059089,0.061793,0.039101,0.043285,0.05802,0.08722,0.060231,0.057921,0.094504,2.3783280465246617,1.0665074837952473,1.2153210114160518,0.4380723992423417,0.8674383435344692,1.1202753881453598,2.1351649562871273,1.1144884089121443,2.413210213555075,0.7740164245172108,0.812492409303312,0.9635713884501054
361211.5205941262,0.088395,0.056859,0.059199,0.089489,0.054998,0.038882,0.0424,0.058194,0.058196,0.041997,0.042805,0.061795,0.093354,0.060418,0.064193,0.088826,1.9197438328958292,3.0719688655958417,0.6248097184441846,0.5918643295074472,0.6231149364198207,0.663595350149742,4.1670948118794415,0.6313803732848576,1.3014897026582886,0.611512766656817,0.6403549782136564,1.3904653862677463
364966.8552996392,0.090005,0.062591,0.062089,0.084836,0.057834,0.03797,0.040038,0.062456,0.064195,0.04041,0.040703,0.059401,0.086569,0.059781,0.061312,0.08981,3.590709503630488,1.8159679817899084,1.4710653112540049,0.6941347289023678,1.0544818513598047,0.731404544998688,0.9617408876455407,0.8141552543037216,0.8581782402273563,0.6738943049696837,1.2094562671856517,2.090384533569151
359567.99952120293,0.084028,0.059184,0.0611,0.086518,0.056572,0.038933,0.044063,0.059606,0.057999,0.041092,0.046906,0.060499,0.089565,0.06291,0.060837,0.090188,2.5138994075863046,2.1940713450239115e-08,1.0401499594933747,0.4473918619630985,7.999685682769808e-09,1.269055690002537,2.406990854645535,2.3091182427430486,2.644805376304523,0.32804661711990885,1.487362395164425,0.8421720488107624
359395.968630213,0.087793,0.060388,0.061002,0.084287,0.055331,0.03439,0.042486,0.063435,0.059545,0.040599,0.041765,0.058571,0.089974,0.064524,0.062413,0.093497,3.357293303545884,1.0435679251235173,1.8966064289528746,1.045181354748267,1.114383546451245,1.1545929234123955,1.2215810485373761,0.5677160141997395,0.6111260807119278,0.9986789475518006,1.9442436599671453,1.2046751016743629
368016.53716212424,0.089496,0.05941,0.061016,0.084603,0.05867,0.044095,0.041174,0.059855,0.059055,0.041587,0.041804,0.063057,0.085395,0.060593,0.062264,0.087926,1.981683080514814,1.6599738256563241,1.1885235347937524,0.9321295122593675,1.3345025407109479,1.2570177881710316,1.4014632627146506,1.6973778229519096,1.1245942906928026,1.095227649411751,1.1627301251729683,1.3074711050878902
362936.6354464163,0.083481,0.055915,0.061409,0.089442,0.055324,0.040555,0.041778,0.059352,0.062096,0.040592,0.043708,0.063799,0.089595,0.061082,0.064194,0.087678,1.5196629239952169,1.1111697349706975,1.3973241974807646,1.1822142532765616,1.228695126216655,1.6164753404073218,1.284193602313352,1.2417692197734949,1.3697801180989313,1.4007149526218643,1.3640286417909708,1.3935600362574885
362725.794710273,0.084887,0.05853,0.059904,0.090953,0.055694,0.041208,0.043104,0.061702,0.05402,0.043969,0.042599,0.061491,0.088005,0.063784,0.063702,0.086448,2.617248119028149,0.6401540347314272,1.8479537894590057,1.0568717531071357,1.349497203136832,1.0342072465365257,1.7445234835177037,0.9984304085383066,1.2039977325081317,1.3497323363020026,1.1963693479125712,0.9082047763860636
373042.81991405174,0.085006,0.060605,0.063911,0.086592,0.062395,0.044905,0.043809,0.059193,0.058016,0.041021,0.044001,0.061672,0.083581,0.06218,0.06229,0.080823,1.8691562635430705,0.6788617816547685,0.9614865011506647,0.31868002815794255,0.6144026915735481,0.7513884418432871,0.8594614594145199,2.6311868889708094,1.2513173921885932,0.6470303734403978,3.6561795845510243,1.5725402528043864
370858.748788317,0.088164,0.057745,0.063015,0.088882,0.059517,0.039476,0.042307,0.056594,0.059378,0.042125,0.040901,0.064101,0.085477,0.062685,0.063979,0.085654,1.640466016382945,0.918711726429997,2.0861214171970275,1.43450440265373,0.2617415547678776,1.688165172055892,2.8868203494199527,0.5912641159332795,0.03402152660782885,0.3002162139791715,1.9576534068755902,2.3288482192889894
366041.93165720924,0.084696,0.059909,0.063876,0.087809,0.057084,0.043066,0.040701,0.059582,0.059102,0.040484,0.03911,0.060313,0.086124,0.061664,0.064307,0.092173,2.6601259930064343,1.366634208036475,1.7781623783099987,1.4033143336143803,0.3381754277757249,1.934052126485003,1.9142861928430104,1.7146841458825055,0.28854856001185314,1.4439662625353507,1.5542806608640738,0.16554652784271082
